gi+__+iimiwaan (pf__+sf)	(2p’s 3') for C(n)C+y
gi+__+imiwaan (pf__+sf)	(2p’s 0') for C(n)(pt)C+
gi+__+imiwaan (pf__+sf)	(2p’s 0') for C(n)C+
gi+__+imiwaan (pf__+sf)	(2p’s 0') for C(n)Cy+ > Ci+
gi+__+imiwaan (pf__+sf)	(2p’s 0') for C(n)i+w
gi+__+imiwaan (pf__+sf)	(2p’s 0p) for C(n)(pt)C+
gi+__+imiwaan (pf__+sf)	(2p’s 0p) for C(n)C+
gi+__+imiwaan (pf__+sf)	(2p’s 0p) for C(n)Cy+ > Ci+
gi+__+imiwaan (pf__+sf)	(2p’s 0p) for C(n)i+w
gi+__+imiwaan (pf__+sf)	(2p’s 3') for C(n)(pt)C+
gi+__+imiwaan (pf__+sf)	(2p’s 3') for C(n)C+
gi+__+imiwaan (pf__+sf)	(2p’s 3') for C(n)Cy+ > Ci+
gi+__+imiwaan (pf__+sf)	(2p’s 3') for C(n)i+w
gi+__+m (pf__+sf)	(2’s 0) for C(n)VV+
gi+__+m (pf__+sf)	(2’s 0') for C(n)VV+
gi+__+m (pf__+sf)	(2’s 3) for C(n)VV+
gi+__+mag (pf__+sf)	(2’s 3p) for C(n)VV+
gi+__+man (pf__+sf)	(2’s 0p) for C(n)VV+
gi+__+man (pf__+sf)	(2’s 3') for C(n)VV+
gi+__+minaan (pf__+sf)	(21’s 0) for C(n)VV+
gi+__+minaan (pf__+sf)	(21’s 0') for C(n)VV+
gi+__+minaan (pf__+sf)	(21’s 3) for C(n)VV+
gi+__+minaanig (pf__+sf)	(21’s 3p) for C(n)VV+
gi+__+minaanin (pf__+sf)	(21’s 0p) for C(n)VV+
gi+__+minaanin (pf__+sf)	(21’s 3') for C(n)VV+
gi+__+miwaa (pf__+sf)	(2p’s 0) for C(n)VV+
gi+__+miwaa (pf__+sf)	(2p’s 3) for C(n)VV+
gi+__+miwaag (pf__+sf)	(2p’s 3p) for C(n)VV+
gi+__+miwaan (pf__+sf)	(2p’s 0') for C(n)VV+
gi+__+miwaan (pf__+sf)	(2p’s 0p) for C(n)VV+
gi+__+miwaan (pf__+sf)	(2p’s 3') for C(n)VV+
gi+__+wiim (pf__+sf)	(2’s 0) for C(n)C+wy
gi+__+wiim (pf__+sf)	(2’s 0') for C(n)C+wy
gi+__+wiim (pf__+sf)	(2’s 3) for C(n)C+wy
gi+__+wiimag (pf__+sf)	(2’s 3p) for C(n)C+wy
gi+__+wiiman (pf__+sf)	(2’s 0p) for C(n)C+wy
gi+__+wiiman (pf__+sf)	(2’s 3') for C(n)C+wy
gi+__+wiiminaan (pf__+sf)	(21’s 0) for C(n)C+wy
gi+__+wiiminaan (pf__+sf)	(21’s 0') for C(n)C+wy
gi+__+wiiminaan (pf__+sf)	(21’s 3) for C(n)C+wy
gi+__+wiiminaanig (pf__+sf)	(21’s 3p) for C(n)C+wy
gi+__+wiiminaanin (pf__+sf)	(21’s 0p) for C(n)C+wy
gi+__+wiiminaanin (pf__+sf)	(21’s 3') for C(n)C+wy
gi+__+wiimiwaa (pf__+sf)	(2p’s 0) for C(n)C+wy
gi+__+wiimiwaa (pf__+sf)	(2p’s 3) for C(n)C+wy
gi+__+wiimiwaag (pf__+sf)	(2p’s 3p) for C(n)C+wy
gi+__+wiimiwaan (pf__+sf)	(2p’s 0') for C(n)C+wy
gi+__+wiimiwaan (pf__+sf)	(2p’s 0p) for C(n)C+wy
gi+__+wiimiwaan (pf__+sf)	(2p’s 3') for C(n)C+wy
gi+__+om (pf__+sf)	(2’s 0) for C(n)C+w
gi+__+om (pf__+sf)	(2’s 0') for C(n)C+w
gi+__+om (pf__+sf)	(2’s 0) for C(n)Cw+ > Co+
gi+__+om (pf__+sf)	(2’s 0') for C(n)Cw+ > Co+
gi+__+om (pf__+sf)	(2’s 0) for C(n)o+w
gi+__+om (pf__+sf)	(2’s 0') for C(n)o+w
gi+__+om (pf__+sf)	(2’s 3) for C(n)C+w
gi+__+om (pf__+sf)	(2’s 3) for C(n)Cw+ > Co+
gi+__+om (pf__+sf)	(2’s 3) for C(n)o+w
gi+__+omag (pf__+sf)	(2’s 3p) for C(n)C+w
gi+__+omag (pf__+sf)	(2’s 3p) for C(n)Cw+ > Co+
gi+__+omag (pf__+sf)	(2’s 3p) for C(n)o+w
gi+__+oman (pf__+sf)	(2’s 0p) for C(n)C+w
gi+__+oman (pf__+sf)	(2’s 0p) for C(n)Cw+ > Co+
gi+__+oman (pf__+sf)	(2’s 0p) for C(n)o+w
gi+__+oman (pf__+sf)	(2’s 3') for C(n)C+w
gi+__+oman (pf__+sf)	(2’s 3') for C(n)Cw+ > Co+
gi+__+oman (pf__+sf)	(2’s 3') for C(n)o+w
gi+__+ominaan (pf__+sf)	(21’s 0) for C(n)C+w
gi+__+ominaan (pf__+sf)	(21’s 0') for C(n)C+w
gi+__+ominaan (pf__+sf)	(21’s 0) for C(n)Cw+ > Co+
gi+__+ominaan (pf__+sf)	(21’s 0') for C(n)Cw+ > Co+
gi+__+ominaan (pf__+sf)	(21’s 0) for C(n)o+w
gi+__+ominaan (pf__+sf)	(21’s 0') for C(n)o+w
gi+__+ominaan (pf__+sf)	(21’s 3) for C(n)C+w
gi+__+ominaan (pf__+sf)	(21’s 3) for C(n)Cw+ > Co+
gi+__+ominaan (pf__+sf)	(21’s 3) for C(n)o+w
gi+__+ominaanig (pf__+sf)	(21’s 3p) for C(n)C+w
gi+__+ominaanig (pf__+sf)	(21’s 3p) for C(n)Cw+ > Co+
gi+__+ominaanig (pf__+sf)	(21’s 3p) for C(n)o+w
gi+__+ominaanin (pf__+sf)	(21’s 0p) for C(n)C+w
gi+__+ominaanin (pf__+sf)	(21’s 0p) for C(n)Cw+ > Co+
gi+__+ominaanin (pf__+sf)	(21’s 0p) for C(n)o+w
gi+__+ominaanin (pf__+sf)	(21’s 3') for C(n)C+w
gi+__+ominaanin (pf__+sf)	(21’s 3') for C(n)Cw+ > Co+
gi+__+ominaanin (pf__+sf)	(21’s 3') for C(n)o+w
gi+__+omiwaa (pf__+sf)	(2p’s 0) for C(n)C+w
gi+__+omiwaa (pf__+sf)	(2p’s 0) for C(n)Cw+ > Co+
gi+__+omiwaa (pf__+sf)	(2p’s 0) for C(n)o+w
gi+__+omiwaa (pf__+sf)	(2p’s 3) for C(n)C+w
gi+__+omiwaa (pf__+sf)	(2p’s 3) for C(n)Cw+ > Co+
gi+__+omiwaa (pf__+sf)	(2p’s 3) for C(n)o+w
gi+__+omiwaag (pf__+sf)	(2p’s 3p) for C(n)C+w
gi+__+omiwaag (pf__+sf)	(2p’s 3p) for C(n)Cw+ > Co+
gi+__+omiwaag (pf__+sf)	(2p’s 3p) for C(n)o+w
gi+__+omiwaan (pf__+sf)	(2p’s 0') for C(n)C+w
gi+__+omiwaan (pf__+sf)	(2p’s 0') for C(n)Cw+ > Co+
gi+__+omiwaan (pf__+sf)	(2p’s 0') for C(n)o+w
gi+__+omiwaan (pf__+sf)	(2p’s 0p) for C(n)C+w
gi+__+omiwaan (pf__+sf)	(2p’s 0p) for C(n)Cw+ > Co+
gi+__+omiwaan (pf__+sf)	(2p’s 0p) for C(n)o+w
gi+__+omiwaan (pf__+sf)	(2p’s 3') for C(n)C+w
gi+__+omiwaan (pf__+sf)	(2p’s 3') for C(n)Cw+ > Co+
gi+__+omiwaan (pf__+sf)	(2p’s 3') for C(n)o+w
+giba (ga)(alt)	(0)(cnj)(prt) for (vii)+
+giba (ga)(alt)	(0)(cnj)(prt) for (vii)+d
+giba (ga)(alt)	(0)(cnj)(prt) for (vii)n+
+giba (ga)(alt)	(0p)(cnj)(prt) for (vii)+
+giba (ga)(alt)	(0p)(cnj)(prt) for (vii)+d
+giba (ga)(alt)	(0p)(cnj)(prt) for (vii)n+
+giban (ga)	(0)(cnj)(prt) for (vii)+
+giban (ga)	(0)(cnj)(prt) for (vii)+d
+giban (ga)	(0)(cnj)(prt) for (vii)+n
+giban (ga)	(0)(cnj)(prt) for (vii)n+
+giban (ga)	(0p)(cnj)(prt) for (vii)+
+giban (ga)	(0p)(cnj)(prt) for (vii)+d
+giban (ga)	(0p)(cnj)(prt) for (vii)+n
+giban (ga)	(0p)(cnj)(prt) for (vii)n+
gid+__+aam (pf__+sf)	(2’s 0) for V(n)C+A
gid+__+aam (pf__+sf)	(2’s 0') for V(n)C+A
gid+__+aam (pf__+sf)	(2’s 0) for VV(n)C+A
gid+__+aam (pf__+sf)	(2’s 0') for VV(n)C+A
gid+__+aam (pf__+sf)	(2’s 3) for V(n)C+A
gid+__+aam (pf__+sf)	(2’s 3) for VV(n)C+A
gid+__+am (pf__+sf)	(2’s 0) for V(n)a+w
gid+__+am (pf__+sf)	(2’s 0') for V(n)a+w
gid+__+am (pf__+sf)	(2’s 0) for VV(n)a+w
gid+__+am (pf__+sf)	(2’s 0') for VV(n)a+w
gid+__+am (pf__+sf)	(2’s 3) for V(n)a+w
gid+__+am (pf__+sf)	(2’s 3) for VV(n)a+w
gid+__+aamag (pf__+sf)	(2’s 3p) for V(n)C+A
gid+__+aamag (pf__+sf)	(2’s 3p) for VV(n)C+A
gid+__+amag (pf__+sf)	(2’s 3p) for V(n)a+w
gid+__+amag (pf__+sf)	(2’s 3p) for VV(n)a+w
gid+__+aaman (pf__+sf)	(2’s 0p) for V(n)C+A
gid+__+aaman (pf__+sf)	(2’s 0p) for VV(n)C+A
gid+__+aaman (pf__+sf)	(2’s 3') for V(n)C+A
gid+__+aaman (pf__+sf)	(2’s 3') for VV(n)C+A
gid+__+aman (pf__+sf)	(2’s 0p) for V(n)a+w
gid+__+aman (pf__+sf)	(2’s 0p) for VV(n)a+w
gid+__+aman (pf__+sf)	(2’s 3') for V(n)a+w
gid+__+aman (pf__+sf)	(2’s 3') for VV(n)a+w
gid+__+aaminaan (pf__+sf)	(21’s 0) for V(n)C+A
gid+__+aaminaan (pf__+sf)	(21’s 0') for V(n)C+A
gid+__+aaminaan (pf__+sf)	(21’s 0) for VV(n)C+A
gid+__+aaminaan (pf__+sf)	(21’s 0') for VV(n)C+A
gid+__+aaminaan (pf__+sf)	(21’s 3) for V(n)C+A
gid+__+aaminaan (pf__+sf)	(21’s 3) for VV(n)C+A
gid+__+aminaan (pf__+sf)	(21’s 0) for V(n)a+w
gid+__+aminaan (pf__+sf)	(21’s 0') for V(n)a+w
gid+__+aminaan (pf__+sf)	(21’s 0) for VV(n)a+w
gid+__+aminaan (pf__+sf)	(21’s 0') for VV(n)a+w
gid+__+aminaan (pf__+sf)	(21’s 3) for V(n)a+w
gid+__+aminaan (pf__+sf)	(21’s 3) for VV(n)a+w
gid+__+aaminaanig (pf__+sf)	(21’s 3p) for V(n)C+A
gid+__+aaminaanig (pf__+sf)	(21’s 3p) for VV(n)C+A
gid+__+aminaanig (pf__+sf)	(21’s 3p) for V(n)a+w
gid+__+aminaanig (pf__+sf)	(21’s 3p) for VV(n)a+w
gid+__+aaminaanin (pf__+sf)	(21’s 0p) for V(n)C+A
gid+__+aaminaanin (pf__+sf)	(21’s 0p) for VV(n)C+A
gid+__+aaminaanin (pf__+sf)	(21’s 3') for V(n)C+A
gid+__+aaminaanin (pf__+sf)	(21’s 3') for VV(n)C+A
gid+__+aminaanin (pf__+sf)	(21’s 0p) for V(n)a+w
gid+__+aminaanin (pf__+sf)	(21’s 0p) for VV(n)a+w
gid+__+aminaanin (pf__+sf)	(21’s 3') for V(n)a+w
gid+__+aminaanin (pf__+sf)	(21’s 3') for VV(n)a+w
gid+__+aamiwaa (pf__+sf)	(2p’s 0) for V(n)C+A
gid+__+aamiwaa (pf__+sf)	(2p’s 0) for VV(n)C+A
gid+__+aamiwaa (pf__+sf)	(2p’s 3) for V(n)C+A
gid+__+aamiwaa (pf__+sf)	(2p’s 3) for VV(n)C+A
gid+__+amiwaa (pf__+sf)	(2p’s 0) for V(n)a+w
gid+__+amiwaa (pf__+sf)	(2p’s 0) for VV(n)a+w
gid+__+amiwaa (pf__+sf)	(2p’s 3) for V(n)a+w
gid+__+amiwaa (pf__+sf)	(2p’s 3) for VV(n)a+w
gid+__+aamiwaag (pf__+sf)	(2p’s 3p) for V(n)C+A
gid+__+aamiwaag (pf__+sf)	(2p’s 3p) for VV(n)C+A
gid+__+amiwaag (pf__+sf)	(2p’s 3p) for V(n)a+w
gid+__+amiwaag (pf__+sf)	(2p’s 3p) for VV(n)a+w
gid+__+aamiwaan (pf__+sf)	(2p’s 0') for V(n)C+A
gid+__+aamiwaan (pf__+sf)	(2p’s 0') for VV(n)C+A
gid+__+aamiwaan (pf__+sf)	(2p’s 0p) for V(n)C+A
gid+__+aamiwaan (pf__+sf)	(2p’s 0p) for VV(n)C+A
gid+__+aamiwaan (pf__+sf)	(2p’s 3') for V(n)C+A
gid+__+aamiwaan (pf__+sf)	(2p’s 3') for VV(n)C+A
gid+__+amiwaan (pf__+sf)	(2p’s 0') for V(n)a+w
gid+__+amiwaan (pf__+sf)	(2p’s 0') for VV(n)a+w
gid+__+amiwaan (pf__+sf)	(2p’s 0p) for V(n)a+w
gid+__+amiwaan (pf__+sf)	(2p’s 0p) for VV(n)a+w
gid+__+amiwaan (pf__+sf)	(2p’s 3') for V(n)a+w
gid+__+amiwaan (pf__+sf)	(2p’s 3') for VV(n)a+w
gid+__+iim (pf__+sf)	(2’s 0) for V(n)C+y
gid+__+iim (pf__+sf)	(2’s 0') for V(n)C+y
gid+__+iim (pf__+sf)	(2’s 0) for VV(n)C+y
gid+__+iim (pf__+sf)	(2’s 0') for VV(n)C+y
gid+__+iim (pf__+sf)	(2’s 3) for V(n)C+y
gid+__+iim (pf__+sf)	(2’s 3) for VV(n)C+y
gid+__+im (pf__+sf)	(2’s 0) for V(n)(pt)C+
gid+__+im (pf__+sf)	(2’s 0') for V(n)(pt)C+
gid+__+im (pf__+sf)	(2’s 0) for V(n)C+
gid+__+im (pf__+sf)	(2’s 0') for V(n)C+
gid+__+im (pf__+sf)	(2’s 0) for V(n)Cy+ > Ci+
gid+__+im (pf__+sf)	(2’s 0') for V(n)Cy+ > Ci+
gid+__+im (pf__+sf)	(2’s 0) for V(n)i+w
gid+__+im (pf__+sf)	(2’s 0') for V(n)i+w
gid+__+im (pf__+sf)	(2’s 0) for VV(n)(pt)C+
gid+__+im (pf__+sf)	(2’s 0') for VV(n)(pt)C+
gid+__+im (pf__+sf)	(2’s 0) for VV(n)C+
gid+__+im (pf__+sf)	(2’s 0') for VV(n)C+
gid+__+im (pf__+sf)	(2’s 0) for VV(n)Cy+ > Ci+
gid+__+im (pf__+sf)	(2’s 0') for VV(n)Cy+ > Ci+
gid+__+im (pf__+sf)	(2’s 0) for VV(n)i+w
gid+__+im (pf__+sf)	(2’s 0') for VV(n)i+w
gid+__+im (pf__+sf)	(2’s 3) for V(n)(pt)C+
gid+__+im (pf__+sf)	(2’s 3) for V(n)C+
gid+__+im (pf__+sf)	(2’s 3) for V(n)Cy+ > Ci+
gid+__+im (pf__+sf)	(2’s 3) for V(n)i+w
gid+__+im (pf__+sf)	(2’s 3) for VV(n)(pt)C+
gid+__+im (pf__+sf)	(2’s 3) for VV(n)C+
gid+__+im (pf__+sf)	(2’s 3) for VV(n)Cy+ > Ci+
gid+__+im (pf__+sf)	(2’s 3) for VV(n)i+w
gid+__+iimag (pf__+sf)	(2’s 3p) for V(n)C+y
gid+__+iimag (pf__+sf)	(2’s 3p) for VV(n)C+y
gid+__+imag (pf__+sf)	(2’s 3p) for V(n)(pt)C+
gid+__+imag (pf__+sf)	(2’s 3p) for V(n)C+
gid+__+imag (pf__+sf)	(2’s 3p) for V(n)Cy+ > Ci+
gid+__+imag (pf__+sf)	(2’s 3p) for V(n)i+w
gid+__+imag (pf__+sf)	(2’s 3p) for VV(n)(pt)C+
gid+__+imag (pf__+sf)	(2’s 3p) for VV(n)C+
gid+__+imag (pf__+sf)	(2’s 3p) for VV(n)Cy+ > Ci+
gid+__+imag (pf__+sf)	(2’s 3p) for VV(n)i+w
gid+__+iiman (pf__+sf)	(2’s 0p) for V(n)C+y
gid+__+iiman (pf__+sf)	(2’s 0p) for VV(n)C+y
gid+__+iiman (pf__+sf)	(2’s 3') for V(n)C+y
gid+__+iiman (pf__+sf)	(2’s 3') for VV(n)C+y
gid+__+iman (pf__+sf)	(2’s 0p) for V(n)(pt)C+
gid+__+iman (pf__+sf)	(2’s 0p) for V(n)C+
gid+__+iman (pf__+sf)	(2’s 0p) for V(n)Cy+ > Ci+
gid+__+iman (pf__+sf)	(2’s 0p) for V(n)i+w
gid+__+iman (pf__+sf)	(2’s 0p) for VV(n)(pt)C+
gid+__+iman (pf__+sf)	(2’s 0p) for VV(n)C+
gid+__+iman (pf__+sf)	(2’s 0p) for VV(n)Cy+ > Ci+
gid+__+iman (pf__+sf)	(2’s 0p) for VV(n)i+w
gid+__+iman (pf__+sf)	(2’s 3') for V(n)(pt)C+
gid+__+iman (pf__+sf)	(2’s 3') for V(n)C+
gid+__+iman (pf__+sf)	(2’s 3') for V(n)Cy+ > Ci+
gid+__+iman (pf__+sf)	(2’s 3') for V(n)i+w
gid+__+iman (pf__+sf)	(2’s 3') for VV(n)(pt)C+
gid+__+iman (pf__+sf)	(2’s 3') for VV(n)C+
gid+__+iman (pf__+sf)	(2’s 3') for VV(n)Cy+ > Ci+
gid+__+iman (pf__+sf)	(2’s 3') for VV(n)i+w
gid+__+iiminaan (pf__+sf)	(21’s 0) for V(n)C+y
gid+__+iiminaan (pf__+sf)	(21’s 0') for V(n)C+y
gid+__+iiminaan (pf__+sf)	(21’s 0) for VV(n)C+y
gid+__+iiminaan (pf__+sf)	(21’s 0') for VV(n)C+y
gid+__+iiminaan (pf__+sf)	(21’s 3) for V(n)C+y
gid+__+iiminaan (pf__+sf)	(21’s 3) for VV(n)C+y
gid+__+iminaan (pf__+sf)	(21’s 0) for V(n)(pt)C+
gid+__+iminaan (pf__+sf)	(21’s 0') for V(n)(pt)C+
gid+__+iminaan (pf__+sf)	(21’s 0) for V(n)C+
gid+__+iminaan (pf__+sf)	(21’s 0') for V(n)C+
gid+__+iminaan (pf__+sf)	(21’s 0) for V(n)Cy+ > Ci+
gid+__+iminaan (pf__+sf)	(21’s 0') for V(n)Cy+ > Ci+
gid+__+iminaan (pf__+sf)	(21’s 0) for V(n)i+w
gid+__+iminaan (pf__+sf)	(21’s 0') for V(n)i+w
gid+__+iminaan (pf__+sf)	(21’s 0) for VV(n)(pt)C+
gid+__+iminaan (pf__+sf)	(21’s 0') for VV(n)(pt)C+
gid+__+iminaan (pf__+sf)	(21’s 0) for VV(n)C+
gid+__+iminaan (pf__+sf)	(21’s 0') for VV(n)C+
gid+__+iminaan (pf__+sf)	(21’s 0) for VV(n)Cy+ > Ci+
gid+__+iminaan (pf__+sf)	(21’s 0') for VV(n)Cy+ > Ci+
gid+__+iminaan (pf__+sf)	(21’s 0) for VV(n)i+w
gid+__+iminaan (pf__+sf)	(21’s 0') for VV(n)i+w
gid+__+iminaan (pf__+sf)	(21’s 3) for V(n)(pt)C+
gid+__+iminaan (pf__+sf)	(21’s 3) for V(n)C+
gid+__+iminaan (pf__+sf)	(21’s 3) for V(n)Cy+ > Ci+
gid+__+iminaan (pf__+sf)	(21’s 3) for V(n)i+w
gid+__+iminaan (pf__+sf)	(21’s 3) for VV(n)(pt)C+
gid+__+iminaan (pf__+sf)	(21’s 3) for VV(n)C+
gid+__+iminaan (pf__+sf)	(21’s 3) for VV(n)Cy+ > Ci+
gid+__+iminaan (pf__+sf)	(21’s 3) for VV(n)i+w
gid+__+iiminaanig (pf__+sf)	(21’s 3p) for V(n)C+y
gid+__+iiminaanig (pf__+sf)	(21’s 3p) for VV(n)C+y
gid+__+iminaanig (pf__+sf)	(21’s 3p) for V(n)(pt)C+
gid+__+iminaanig (pf__+sf)	(21’s 3p) for V(n)C+
gid+__+iminaanig (pf__+sf)	(21’s 3p) for V(n)Cy+ > Ci+
gid+__+iminaanig (pf__+sf)	(21’s 3p) for V(n)i+w
gid+__+iminaanig (pf__+sf)	(21’s 3p) for VV(n)(pt)C+
gid+__+iminaanig (pf__+sf)	(21’s 3p) for VV(n)C+
gid+__+iminaanig (pf__+sf)	(21’s 3p) for VV(n)Cy+ > Ci+
gid+__+iminaanig (pf__+sf)	(21’s 3p) for VV(n)i+w
gid+__+iiminaanin (pf__+sf)	(21’s 0p) for V(n)C+y
gid+__+iiminaanin (pf__+sf)	(21’s 0p) for VV(n)C+y
gid+__+iiminaanin (pf__+sf)	(21’s 3') for V(n)C+y
gid+__+iiminaanin (pf__+sf)	(21’s 3') for VV(n)C+y
gid+__+iminaanin (pf__+sf)	(21’s 0p) for V(n)(pt)C+
gid+__+iminaanin (pf__+sf)	(21’s 0p) for V(n)C+
gid+__+iminaanin (pf__+sf)	(21’s 0p) for V(n)Cy+ > Ci+
gid+__+iminaanin (pf__+sf)	(21’s 0p) for V(n)i+w
gid+__+iminaanin (pf__+sf)	(21’s 0p) for VV(n)(pt)C+
gid+__+iminaanin (pf__+sf)	(21’s 0p) for VV(n)C+
gid+__+iminaanin (pf__+sf)	(21’s 0p) for VV(n)Cy+ > Ci+
gid+__+iminaanin (pf__+sf)	(21’s 0p) for VV(n)i+w
gid+__+iminaanin (pf__+sf)	(21’s 3') for V(n)(pt)C+
gid+__+iminaanin (pf__+sf)	(21’s 3') for V(n)C+
gid+__+iminaanin (pf__+sf)	(21’s 3') for V(n)Cy+ > Ci+
gid+__+iminaanin (pf__+sf)	(21’s 3') for V(n)i+w
gid+__+iminaanin (pf__+sf)	(21’s 3') for VV(n)(pt)C+
gid+__+iminaanin (pf__+sf)	(21’s 3') for VV(n)C+
gid+__+iminaanin (pf__+sf)	(21’s 3') for VV(n)Cy+ > Ci+
gid+__+iminaanin (pf__+sf)	(21’s 3') for VV(n)i+w
gid+__+iimiwaa (pf__+sf)	(2p’s 0) for V(n)C+y
gid+__+iimiwaa (pf__+sf)	(2p’s 0) for VV(n)C+y
gid+__+iimiwaa (pf__+sf)	(2p’s 3) for V(n)C+y
gid+__+iimiwaa (pf__+sf)	(2p’s 3) for VV(n)C+y
gid+__+imiwaa (pf__+sf)	(2p’s 0) for V(n)(pt)C+
gid+__+imiwaa (pf__+sf)	(2p’s 0) for V(n)C+
gid+__+imiwaa (pf__+sf)	(2p’s 0) for V(n)Cy+ > Ci+
gid+__+imiwaa (pf__+sf)	(2p’s 0) for V(n)i+w
gid+__+imiwaa (pf__+sf)	(2p’s 0) for VV(n)(pt)C+
gid+__+imiwaa (pf__+sf)	(2p’s 0) for VV(n)C+
gid+__+imiwaa (pf__+sf)	(2p’s 0) for VV(n)Cy+ > Ci+
gid+__+imiwaa (pf__+sf)	(2p’s 0) for VV(n)i+w
gid+__+imiwaa (pf__+sf)	(2p’s 3) for V(n)(pt)C+
gid+__+imiwaa (pf__+sf)	(2p’s 3) for V(n)C+
gid+__+imiwaa (pf__+sf)	(2p’s 3) for V(n)Cy+ > Ci+
gid+__+imiwaa (pf__+sf)	(2p’s 3) for V(n)i+w
gid+__+imiwaa (pf__+sf)	(2p’s 3) for VV(n)(pt)C+
gid+__+imiwaa (pf__+sf)	(2p’s 3) for VV(n)C+
gid+__+imiwaa (pf__+sf)	(2p’s 3) for VV(n)Cy+ > Ci+
gid+__+imiwaa (pf__+sf)	(2p’s 3) for VV(n)i+w
gid+__+iimiwaag (pf__+sf)	(2p’s 3p) for V(n)C+y
gid+__+iimiwaag (pf__+sf)	(2p’s 3p) for VV(n)C+y
gid+__+imiwaag (pf__+sf)	(2p’s 3p) for V(n)(pt)C+
gid+__+imiwaag (pf__+sf)	(2p’s 3p) for V(n)C+
gid+__+imiwaag (pf__+sf)	(2p’s 3p) for V(n)Cy+ > Ci+
gid+__+imiwaag (pf__+sf)	(2p’s 3p) for V(n)i+w
gid+__+imiwaag (pf__+sf)	(2p’s 3p) for VV(n)(pt)C+
gid+__+imiwaag (pf__+sf)	(2p’s 3p) for VV(n)C+
gid+__+imiwaag (pf__+sf)	(2p’s 3p) for VV(n)Cy+ > Ci+
gid+__+imiwaag (pf__+sf)	(2p’s 3p) for VV(n)i+w
gid+__+iimiwaan (pf__+sf)	(2p’s 0') for V(n)C+y
gid+__+iimiwaan (pf__+sf)	(2p’s 0') for VV(n)C+y
gid+__+iimiwaan (pf__+sf)	(2p’s 0p) for V(n)C+y
gid+__+iimiwaan (pf__+sf)	(2p’s 0p) for VV(n)C+y
gid+__+iimiwaan (pf__+sf)	(2p’s 3') for V(n)C+y
gid+__+iimiwaan (pf__+sf)	(2p’s 3') for VV(n)C+y
gid+__+imiwaan (pf__+sf)	(2p’s 0') for V(n)(pt)C+
gid+__+imiwaan (pf__+sf)	(2p’s 0') for V(n)C+
gid+__+imiwaan (pf__+sf)	(2p’s 0') for V(n)Cy+ > Ci+
gid+__+imiwaan (pf__+sf)	(2p’s 0') for V(n)i+w
gid+__+imiwaan (pf__+sf)	(2p’s 0') for VV(n)(pt)C+
gid+__+imiwaan (pf__+sf)	(2p’s 0') for VV(n)C+
gid+__+imiwaan (pf__+sf)	(2p’s 0') for VV(n)Cy+ > Ci+
gid+__+imiwaan (pf__+sf)	(2p’s 0') for VV(n)i+w
gid+__+imiwaan (pf__+sf)	(2p’s 0p) for V(n)(pt)C+
gid+__+imiwaan (pf__+sf)	(2p’s 0p) for V(n)C+
gid+__+imiwaan (pf__+sf)	(2p’s 0p) for V(n)Cy+ > Ci+
gid+__+imiwaan (pf__+sf)	(2p’s 0p) for V(n)i+w
gid+__+imiwaan (pf__+sf)	(2p’s 0p) for VV(n)(pt)C+
gid+__+imiwaan (pf__+sf)	(2p’s 0p) for VV(n)C+
gid+__+imiwaan (pf__+sf)	(2p’s 0p) for VV(n)Cy+ > Ci+
gid+__+imiwaan (pf__+sf)	(2p’s 0p) for VV(n)i+w
gid+__+imiwaan (pf__+sf)	(2p’s 3') for V(n)(pt)C+
gid+__+imiwaan (pf__+sf)	(2p’s 3') for V(n)C+
gid+__+imiwaan (pf__+sf)	(2p’s 3') for V(n)Cy+ > Ci+
gid+__+imiwaan (pf__+sf)	(2p’s 3') for V(n)i+w
gid+__+imiwaan (pf__+sf)	(2p’s 3') for VV(n)(pt)C+
gid+__+imiwaan (pf__+sf)	(2p’s 3') for VV(n)C+
gid+__+imiwaan (pf__+sf)	(2p’s 3') for VV(n)Cy+ > Ci+
gid+__+imiwaan (pf__+sf)	(2p’s 3') for VV(n)i+w
gid+__+m (pf__+sf)	(2’s 0) for V(n)VV+
gid+__+m (pf__+sf)	(2’s 0') for V(n)VV+
gid+__+m (pf__+sf)	(2’s 0) for VV(n)VV+
gid+__+m (pf__+sf)	(2’s 0') for VV(n)VV+
gid+__+m (pf__+sf)	(2’s 3) for V(n)VV+
gid+__+m (pf__+sf)	(2’s 3) for VV(n)VV+
gid+__+mag (pf__+sf)	(2’s 3p) for V(n)VV+
gid+__+mag (pf__+sf)	(2’s 3p) for VV(n)VV+
gid+__+man (pf__+sf)	(2’s 0p) for V(n)VV+
gid+__+man (pf__+sf)	(2’s 0p) for VV(n)VV+
gid+__+man (pf__+sf)	(2’s 3') for V(n)VV+
gid+__+man (pf__+sf)	(2’s 3') for VV(n)VV+
gid+__+minaan (pf__+sf)	(21’s 0) for V(n)VV+
gid+__+minaan (pf__+sf)	(21’s 0') for V(n)VV+
gid+__+minaan (pf__+sf)	(21’s 0) for VV(n)VV+
gid+__+minaan (pf__+sf)	(21’s 0') for VV(n)VV+
gid+__+minaan (pf__+sf)	(21’s 3) for V(n)VV+
gid+__+minaan (pf__+sf)	(21’s 3) for VV(n)VV+
gid+__+minaanig (pf__+sf)	(21’s 3p) for V(n)VV+
gid+__+minaanig (pf__+sf)	(21’s 3p) for VV(n)VV+
