(ga)	+[none]	[< +w= (ga)(RT)]
(vta)	=a'azh	[< =a'aN= (vta)(RT)]
(vta)(RT)	=a'aN=	[> =a'azh (vta)]
(vta)	=apizh	[< =apiN= (vta)(RT)]
(vta)(RT)	=apiN=	[> =apizh (vta)]
(vai)	=aaboono	[> =aabono (vai)(SE)]
(vai)(SE)	=aabono	[<> =aaboono (vai)]
(vai)	=aadagaa	[<> =aadage (vai)(NE/NW)]
(vai)(NE/NW)	=aadage	[<> =aadagaa (vai)]
(vii)(RT)	=aagami=	[> =aagamin (vii)]
(vii)	=aagamin	[< =aagami= (vii)(RT)]
(vta)	=aakiz	[< =aakizw= (vta)(RT)]
(vta)(RT)	=aakizw=	[> =aakiz (vta)]
(vai)	=akwane	[<> =akone (vai)]
(vii)(SW/NW)	=agonde	[> =angode (vii)(NW/WO)]
(vai)(SW/NW)	=agonjin	[> =angojin (vai)(NW/WO)]
(vai)	=akone	[<> =akwane (vai)]
(vii)(RT)	=amo=	[> =amon (vii)]
(vii)	=amon	[< =amo= (vii)(RT)]
(vii)(NW/WO)	=angode	[<> =agonde (vii)(SW/NW)]
(vai)(NW/WO)	=angojin	[<> =agonjin (vai)(SW/NW)]
(vta)	=bii'	[< =bii'w= (vta)(RT)]
(vta)(RT)	=bii'w=	[> =bii' (vta)]
(vai)	=boono	[> =bono (vai)(SE)]
(vai)(SE)	=bono	[<> =boono (vai)]
(vii)	=jiwan	[< =jiwan+A= (vii)(RT)]
(vii)	=jiwan	[<> =jiwanw= (vii)(RT)(NE/CN/NW/WO)]
(vii)(RT)	=jiwan+A=	[> =jiwan (vii)]
(vii)(RT)(NE/CN/NW/WO)	=jiwanw=	[<> =jiwan (vii)]
(vta)	=ebizh	[< =ebiN= (vta)(RT)]
(vta)(RT)	=ebiN=	[> =ebizh (vta)]
(vai2)	=endam	[<> =enindam (vai2)(AL/NO)]
(vti)	=endan	[<> =enindan (vti)(AL/NO)]
	=enh+yag	[<> =enzh+ag (AL)]
	=enh+yan	[<> =enzh+an (AL)]
(vai2)(AL/NO)	=enindam	[<> =endam (vai2)]
(vti)(AL/NO)	=enindan	[<> =endan (vti)]
(AL)	=enzh+ag	[<> =enh+yag]
(AL)	=enzh+an	[<> =enh+yan]
(pc)	=gwan	[<> =gon (pc)]
(vai)	=kwana'e	[<> =kwanaye (vai)]
(vai)	=kwanaye	[<> =kwana'e (vai)]
(pc)	=gon	[<> =gwan (pc)]
(vai)	=kona'e	[<> =konaye (vai)]
(vai)	=konaye	[<> =kona'e (vai)]
(SW)	=koonzh+an	[<> =koozh+an (NW/CS)]
(NW/CS)	=koozh+an	[<> =koonzh+an (SW)]
(vii)(RT)	=ipo=	[> =ipon (vii)]
(vii)	=ipon	[< =ipo= (vii)(RT)]
(vai)	=ingwaam	[<> =ingwaami (vai)(CN/NW)]
(vai)(CN/NW)	=ingwaami	[<> =ingwaam (vai)]
(vii)(RT)	=mo=	[< =mo= (vii)(RT)]
(vii)(RT)	=mo=	[> =mon (vii)]
(vai)(NW/WO)	=nagwaye	[<> =nagweyaa (vai)]
(vai)	=nagweyaa	[> =nagwaye (vai)(NW/WO)]
(vta)	=nazh	[< =naN= (vta)(RT)]
(vta)	=naamoz	[< =naamozw= (vta)(RT)]
(vta)(RT)	=naamozw=	[> =naamoz (vta)]
(vta)(RT)	=naN=	[> =nazh (vta)]
(vai)	=ngwaam	[<> =ngwaami (vai)(CN/NW)]
(vai)(CN/NW)	=ngwaami	[<> =ngwaam (vai)]
	=wayaan+ag	[> =weyaan+ag]
(vta)	=webizh	[< =webiN= (vta)(RT)]
(vta)(RT)	=webiN=	[> =webizh (vta)]
	=weyaan+ag	[<> =wayaan+ag]
(loc)	+aang	[> +ong (loc)]
(ga)	+ini	[< +iniw= (ga)(RT)]
(ga)(RT)	+iniw=	[> +ini (ga)]
(pf)(WO)	ni+	[< nim= (pf)]
(pf)(WO)	ni+	[< nin= (pf)]
(ga)	+ni	[< +niw= (ga)(RT)]
(ga)(RT)	+niw=	[> +ni (ga)]
(ga)(RT)	+w=	[> +[none] (ga)]
(loc)	+ong	[<> +aang (loc)]
(ga)	+sinini	[< +sininiw= (ga)(RT)]
(ga)	+zinini	[< +zininiw= (ga)(RT)]
(ga)(RT)	+sininiw=	[> +sinini (ga)]
(ga)(RT)	+zininiw=	[> +zinini (ga)]
(pv2)(IC)	[none]	[< baa- (pv2)]
	a	[< 'a]
	a	[< a'a]
	a	[< a'aw]
	a	[< aw]
	a	[< 'aw]
	a	[< wa'a (WO)]
	'a	[< a'aw]
	'a	[< aw]
	'a	[< 'aw]
	'a	[> a]
	a=	[> aya= (RD)]
	a=	[> e= (IC)]
	'a=	[> 'e= (IC)]
	aa=	[> aa'aa= (RD)(NW/WO)]
	aa=	[> aayaa= (RD)]
	aa=	[> ayaa= (IC)]
	'aa=	[> 'ayaa= (IC)]
(IC)	aa=	[< ii=]
(IC)	'aa=	[< 'ii=]
	a'a	[< wa'a (WO)]
	a'a	[> a]
(RD)(NW/WO)	aa'aa=	[< aa=]
(pv4)(RD)(NW/WO)	aa'aazhawi-	[<> aayaazhawi- (pv4)(RD)]
	a'aw	[> a]
	a'aw	[> 'a]
	a'aw	[> aw]
	a'aw	[> 'aw]
(pr3d)	a'awedi	[> awedi (pr3d)]
(vta)(RT)(AL)	aaba'=	[<> aaba'w= (vta)(RT)(AL/CS/SW)]
(vta)	aaba'	[< aaba'w= (vta)(RT)(AL/CS/SW)]
(vta)	abaabas	[< abaabasw= (vta)(RT)]
(vta)(RT)	abaabasw=	[> abaabas (vta)]
(vta)	aabaabika'	[< aabaabika'w= (vta)(RT)]
(vta)(RT)	aabaabika'w=	[> aabaabika' (vta)]
(vta)	aabaabikwa'	[< aabaabikwa'w= (vta)(RT)]
(vta)(RT)	aabaabikwa'w=	[> aabaabikwa' (vta)]
(vta)	aabaabikwi'	[< aabaabikwi'w= (vta)(RT)]
(vta)(RT)	aabaabikwi'w=	[> aabaabikwi' (vta)]
(vta)	apaabowaazh	[< apaabowaaN= (vta)(RT)]
(vta)(RT)	apaabowaaN=	[> apaabowaazh (vta)]
(vta)(NW)	aabaji'	[< aabaji'w= (vta)(RT)]
(vta)	aabaji'	[<> aabajiy (vta)(AL)]
(vta)(AL)	aabajiy	[<> aabaji' (vta)]
(vta)(NW)(RT)	aabaji'w=	[> aabaji' (vta)]
	abagashk+oon	[< nabagashk+oon]
(vta)	abaakaamas	[< abaakaamasw= (vta)(RT)]
(vta)(RT)	abaakaamasw=	[> abaakaamas (vta)]
(vta)	apagizh	[< apagiN= (vta)(RT)]
(vta)(RT)	apagiN=	[> apagizh (vta)]
(CS)	apaakwaanaatig+oog	[> baakwaanaatig]
(PO)	abagwe'ashk+oon	[< nabagwe'ashk+oon (PO)]
(nom)	Abaa'ija	[< Abijah (EN)]
(nom)	Abaayod	[< Abiud (EN)]
(CS/NW/WO)	abaazh=	[< abanzh=]
(pv4)	aabam=	[> aayaabam= (pv4)(RD)]
(vta)	aabamiit	[< aabamiitw= (vta)(RT)]
(vta)(RT)	aabamiitw=	[> aabamiit (vta)]
(pc)(NW)	apan	[< apane (pc)]
(pc)(NW)	apane	[> apan (pc)(NW)]
(pc)	apane	[> pane (pc)]
	abanzh=	[> abaazh= (CS/NW/WO)]
(vta)(RT)(AL/CS/SW)	aaba'w=	[<> aaba'= (vta)(RT)(AL)]
(vta)(RT)(AL/CS/SW)	aaba'w=	[> aaba' (vta)]
(vta)	aabawiz	[< aabawizw= (vta)(RT)]
(vta)(RT)	aabawizw=	[> aabawiz (vta)]
(vai)(SE)	aparkwi	[< park (EN)]
(vai)(NW)	abaasandeke	[> baasandeke (vai)(NW)]
(vta)	aabibizh	[< aabibiN= (vta)(RT)]
(vta)(RT)	aabibiN=	[> aabibizh (vta)]
	apiit=	[> ayaapiit= (RD)]
(vta)	aapidapizh	[< aapidapiN= (vta)(RT)]
(vta)(RT)	aapidapiN=	[> aapidapizh (vta)]
(vta)	apiitadezh	[< apiitadezhw= (vta)(RT)]
(vta)(RT)	apiitadezhw=	[> apiitadezh (vta)]
	aabitawi=	[<> aabitoo=]
(vta)	aabitawibizh	[< aabitawibiN= (vta)(RT)]
(vta)(RT)	aabitawibiN=	[> aabitawibizh (vta)]
(vta)	aabitawizh	[< aabitawizhw= (vta)(RT)]
(vta)(RT)	aabitawizhw=	[> aabitawizh (vta)]
(vta)(RT)	aapida'ooN=	[> aapida'oozh (vta)]
(vta)	aapida'oozh	[< aapida'ooN= (vta)(RT)]
(pc)	aapideg	[< aapidekamig (pc)]
(pc)	aapidekamig	[> aapideg (pc)]
	aapij=	[> aapich= (NO/NE/CN/NW/WO)]
	apiich=	[> ayaapiich= (RD)]
(NO/NE/CN/NW/WO)	aapich=	[< aapij=]
(pv3)	apiichi-	[> epiichi- (pv3)(IC)]
(vta)(AL)	abijikazh	[< abijikaN= (vta)(RT)(AL)]
(vta)(RT)(AL)	abijikaN=	[> abijikazh (vta)(AL)]
(vta)	apiichizh	[< apiichizhw= (vta)(RT)]
(vta)(RT)	apiichizhw=	[> apiichizh (vta)]
(vta)	aapijinazh	[< aapijinaN= (vta)(RT)]
(vta)(RT)	aapijinaN=	[> aapijinazh (vta)]
	aabitoo=	[<> aabitawi=]
(vta)	aabitoobazh	[< aabitoobaN= (vta)(RT)]
(vta)(RT)	aabitoobaN=	[> aabitoobazh (vta)]
(vta)	aabitoojiipizh	[< aabitoojiipiN= (vta)(RT)]
(vta)(RT)	aabitoojiipiN=	[> aabitoojiipizh (vta)]
(vta)	aabitoojiizh	[< aabitoojiiN= (vta)(RT)]
(vta)(RT)	aabitoojiiN=	[> aabitoojiizh (vta)]
(vta)	apikaazh	[< apikaaN= (vta)(RT)]
(vta)(NW/WO)	abikaazh	[< abikaaN= (vta)(RT)]
(vta)(RT)	abikaaN=	[> abikaazh (vta)]
(vta)	aabiigizh	[< aabiigiN= (vta)(RT)]
(vta)(RT)	aabiigiN=	[> aabiigizh (vta)]
(vta)	aabizh	[< aabizhw= (vta)(RT)]
(CS/SW)	apishkaagaagi+wag	[< apishi-gaagaagi+wag]
	apishi-gaagaagi+wag	[> apishkaagaagi+wag (CS/SW)]
(vta)(RT)	aabizhw=	[> aabizh (vta)]
(vta)	aabinji'	[<> aabinjiy (vta)(AL)]
(vta)(AL)	aabinjiy	[<> aabinji' (vta)]
(vta)	abiz	[< abizw= (vta)(RT)]
	apiiz=	[> ayaapiiz= (RD)]
(vta)	aabiskobizh	[< aabiskobiN= (vta)(RT)]
(vta)(RT)	aabiskobiN=	[> aabiskobizh (vta)]
(vai2)	aabiziwendam	[> ayaabiziwendam (vai2)(RD)
(vta)(RT)	abizw=	[> abiz (vta)]
(vta)	abwaazh	[< abwaaN= (vta)(RT)]
(vta)(RT)	abwaaN=	[> abwaazh (vta)]
(vta)	abwewas	[< abwewasw= (vta)(RT)]
(vta)(RT)	abwewasw=	[> abwewas (vta)]
	abooyawe+g	[<> booyawe+g (AL/NE)]
	ataa=	[> atwaa=]
(AL)	adapin+iig	[<> wadapin+iig (NW/CS)]
(vta)(RT)	ataadikaN=	[> ataadikazh (vta)]
(vta)	ataadikazh	[< ataadikaN= (vta)(RT)]
(pc)	aadagaam	[<> naadagaam (pc)]
(pc)	aatayaa	[> atayaa (pc)]
(pc)	aatayaa	[> tayaa (pc)]
(pc)	atayaa	[< aatayaa (pc)]
(pc)	atayaa	[> tayaa (pc)]
(vaip)	adaamidi+wag	[> adaandi+wag (vaip)]
	aadamoobii+g	[< automobile (EN)]
(vaip)	adaandi+wag	[< adaamidi+wag (vaip)]
(vta)	aatawe'	[< aatawe'w= (vta)(RT)]
(vta)	aatawe-boodaazh	[< aatawe-boodaaN= (vta)(RT)]
(vta)(RT)	aatawe-boodaaN=	[> aatawe-boodaazh (vta)]
(vta)	aataweyaabaawazh	[< aataweyaabaawaN= (vta)(RT)]
(vta)(RT)	aataweyaabaawaN=	[> aataweyaabaawazh (vta)]
(vta)	adaawezh	[< adaaweN= (vta)(RT)]
(vta)(RT)	adaaweN=	[> adaawezh (vta)]
(vta)(RT)	aatawe'w=	[> aatawe' (vta)]
(NE)	adaawe'ogamig+oon	[< adaawewigamig+oon]
	adaawewigamig+oon	[> adaawe'ogamig+oon (NE)]
	adaawewigamig+oon	[> dadaawewigamig+oon (NE)]
(vta)	aatebizh	[< aatebiN= (vta)(RT)]
(vta)(RT)	aatebiN=	[> aatebizh (vta)]
(vii)(RT)	aatepo=	[> aatepon (vii)]
(vii)	aatepon	[< aatepo= (vii)(RT)]
(pci)(loc)	aadi	[< aandi (pci)(loc)]
	adik=	[> adikatik= (RD)]
(RD)	adikatik=	[< adik=]
	adikinaagan+an	[> dikinaagan+an]
	adikineyaab+iin	[> dikineyaab+iin]
(pc)	aadish	[< aandish (pc)]
(vta)	adima'	[< adima'w= (vta)(RT)]
(vta)(RT)	adima'w=	[> adima' (vta)]
(vta)(RT)	adima'ooN=	[> adima'oozh (vta)]
(vta)	adima'oozh	[< adima'ooN= (vta)(RT)]
(vta)	adimine'	[< adimine'w= (vta)(RT)]
(vta)(RT)	adimine'w=	[> adimine' (vta)]
(vta)	adis	[< adisw= (vta)(RT)]
(vta)	atis	[< atisw= (vta)(RT)]
	aadiseg=	[<> aajiseg=]
(vta)(RT)	adisw=	[> adis (vta)]
(vta)(RT)	atisw=	[> atis (vta)]
(pv4)(AL/NE)	aaji-	[< aanji- (pv4)]
(vta)	ajidagoozh	[< ajidagooN= (vta)(RT)]
(vta)(RT)	ajidagooN=	[> ajidagoozh (vta)]
(vta)	aajigwaazh	[< aajigwaaN= (vta)(RT)]
(vta)(RT)	aajigwaaN=	[> aajigwaazh (vta)]
(pc)(AL)	achizh	[<> ashij]
	aajiseg=	[<> aadiseg=]
	atwaa=	[< ataa=]
(AL/NE/CN)	adoop+iig	[<> adoop+iin (SE/PO)]
(AL/NE/CN)	adoop+iig	[<> adoopii+g (AL)]
(AL/NE/CN)	adoop+iig	[<> wadoop+iig (SW)]
(AL)	adoopii+g	[<> adoop+iig (AL/NE/CN)]
(AL)	adoopii+g	[<> adoop+iin (SE/PO)]
(AL)	adoopii+g	[<> wadoop+iig (SW)]
(SE/PO)	adoop+iin	[<> adoop+iig (AL/NE/CN)]
(SE/PO)	adoop+iin	[<> adoopii+g (AL)]
(SE/PO)	adoop+iin	[<> wadoop+iig (SW)]
	aadomoobiin	[< automobile (EN)]
(vta)	akakanakiz	[< akakanakizw= (vta)(RT)]
(vta)(RT)	akakanakizw=	[> akakanakiz (vta)]
(RD)	agakwii=	[< agwii=]
(vai)	agaashiishi	[< agaashiinzhi (vai)]
(vai)	agaashiinzhi	[> agaashiishi (vai)]
	aaganaash=	[< zhaaganaash=]
	aaganaash=	[> aganesh=]
	aganesh=	[< aaganaash=]
	aganesh=	[< zhaaganaash=]
(AL)	aaganeshaa+g	[< aakaneshaa (Naskapi) < anglais (FR)]
(pc)	agaanen	[< aagwaanen (pc)]
(pv4)(NO/NW)	aagaw=	[<> agaw= (pv4)(AL/CS/SW)]
(pv4)(AL/CS/SW)	agaw=	[<> aagaw= (pv4)(NO/NW)]
(vta)	agawaate'	[< agawaate'w= (vta)(RT)]
(vta)(RT)	agawaate'w=	[> agawaate' (vta)]
(vta)	agaawaazh	[< agaawaaN= (vta)(RT)]
(vta)(RT)	agaawaaN=	[> agaawaazh (vta)]
	aakaawask+oog	[< gaakaawask+oog]
(pc)	akawe	[> kawe (pc)]
	aagawi=	[<> aagoo=]
(vta)	agaasadezh	[< agaasadezhw= (vta)(RT)]
(vta)(RT)	agaasadezhw=	[> agaasadezh (vta)]
(vii)(RT)	agaasademo=	[> agaasademon (vii)]
(vii)	agaasademon	[< agaasademo= (vii)(RT)]
	agaasi=	[> ayaagasi= (RD)]
(pc)	akeyaa	[< gakeyaa (pc)]
(pc)	akeyaa	[> keyaa (pc)]
(pv3)	agid-	[< wagid- (pv3)]
(vta)	agidagoozh	[< agidagooN= (vta)(RT)]
(vta)(RT)	agidagooN=	[> agidagoozh (vta)]
(vta)	akiikaazh	[> akiikaaN= (vta)(RT)]
(vta)(RT)	akiikaaN=	[< akiikaazh (vta)]
(NW)	akik+wag	[< akik+oog]
	akik+oog	[> akik+wag (NW)]
(pc)	akina	[< gakina (pc)]
(pc)	akina	[> kina (pc)]
(nom)	Aaginis	[< Agnes (EN)]
	agiw	[<> giw]
	agiw	[<> igiw]
	agiw	[<> ingiw]
	akiwenz=	[< ikiwenz=]
(vta)	ago	[< agw= (vta)(RT)]
(vta)	aagoo'	[< aagoo'w= (vta)(RT)]
	aagoo=	[<> aagawi=]
	akw=	[> ayaakw= (RD)]
(vta)(RT)	agw=	[> ago (vta)]
(vta)	agwa'	[< agwa'w= (vta)(RT)]
(vta)	agwaa'	[< agwaa'w= (vta)(RT)]
(vta)	agwaabii'	[< agwaabii'w= (vta)(RT)]
	agwapi=	[> agopi=]
(vta)	agwaabibizh	[< agwaabibiN= (vta)(RT)]
(vta)(RT)	agwaabibiN=	[> agwaabibizh (vta)]
(vta)	agwaabiiga'	[< agwaabiiga'w= (vta)(RT)]
(vta)(RT)	agwaabiiga'w=	[> agwaabiiga' (vta)]
(vta)	akwaabiigizh	[< akwaabiigizhw= (vta)(RT)]
(vta)(RT)	akwaabiigizhw=	[> akwaabiigizh (vta)]
(vta)	agwaabikiz	[< agwaabikizw= (vta)(RT)]
(vta)(RT)	agwaabikizw=	[> agwaabikiz (vta)]
(vta)	agwaabizh	[< agwaabiN= (vta)(RT)]
(vta)	agwapizh	[< agwapiN= (vta)(RT)]
(vta)(RT)	agwaabiN=	[> agwaabizh (vta)]
(vta)(RT)	agwapiN=	[> agwapizh (vta)]
(vta)(RT)	agwaabii'w=	[> agwaabii' (vta)]
(vta)	akwada'	[< akwada'w= (vta)(RT)]
(vta)	agwaadaabaazh	[< agwaadaabaaN= (vta)(RT)]
(vta)(RT)	agwaadaabaaN=	[> agwaadaabaazh (vta)]
(vta)(RT)	akwada'w=	[> akwada' (vta)]
(pc)(loc)	agwajiing	[> agojiing (pc)(SE/NE/CN)]
(vta)	aagwakida'	[< aagwakida'w= (vta)(RT)]
(vta)	akwaagidagozh	[< akwaagidagoN= (vta)(RT)]
(vta)(RT)	akwaagidagoN=	[> akwaagidagozh (vta)]
(vta)(RT)	aagwakida'w=	[> aagwakida' (vta)]
(vta)	akwaagizh	[< akwaagiN= (vta)(RT)]
(vta)(RT)	akwaagiN=	[> akwaagizh (vta)]
(vta)	agwaakwa'	[< agwaakwa'w= (vta)(RT)]
(vta)(RT)	agwaakwa'w=	[> agwaakwa' (vta)]
(vai)(SW)	agwaayoode	[<> agwaa'oode (vai)]
(vta)	agwazhe'	[< agwazhe'w= (vta)(RT)]
	agwazhe=	[> agozhe= (SE)]
(vta)(RT)	agwazhe'w=	[> agwazhe' (vta)]
(vii)(RT)	akwaamo=	[> akwaamon (vii)]
(vii)	akwaamon	[< akwaamo= (vii)(RT)]
(vta)	agwana'	[< agwana'w= (vta)(RT)]
(vta)(RT)	agwana'w=	[> agwana' (vta)]
(pc)	aagwaanen	[> agaanen (pc)]
(vta)	agwaanikwe	[< agwaanikwe'w= (vta)(RT)]
(vta)(RT)	agwaanikwe'w=	[> agwaanikwe (vta)]
	akwaanishiinh+yag	[< oboodashkwaanishiinh+yag]
(vta)(RT)	agwaa'w=	[> agwaa' (vta)]
(vta)(RT)	agwa'w=	[> agwa' (vta)]
(vai)	agwaa'oode	[<> agwaayoode (vai)(SW)]
(vta)(AL/NE/SE/NW/WO)	agwaawebizh	[< agwaawebiN= (vta)(RT)]
(vta)(RT)	agwaawebiN=	[> agwaawebizh (vta)(AL/NE/SE/NW/WO)]
(vta)	agwaa'oozh	[< agwaa'ooN= (vta)(RT)]
(vta)(RT)	agwaa'ooN=	[> agwaa'oozh (vta)]
	agopi=	[< agwapi=]
(vta)	agopizh	[< agopiN= (vta)(RT)]
(vta)(RT)	agopiN=	[> agopizh (vta)]
(pc)(SE/NE/CN)	agojiing	[< agwajiing (pc)(loc)]
(vta)	akwegizh	[< akwegizhw= (vta)(RT)]
(vta)(RT)	akwegizhw=	[> akwegizh (vta)]
(n3D)(RT)(PO)	akwem=	[> nindakwem+ag (n3D)(PO)]
(vta)	agokazh	[< agokaN= (vta)(RT)]
(vta)(RT)	agokaN=	[> agokazh (vta)]
(vta)	agokiwas	[< agokiwasw= (vta)(RT)]
(vta)(RT)	agokiwasw=	[> agokiwas (vta)]
(vta)	agogwaazh	[< agogwaaN= (vta)(RT)]
(vta)(RT)	agogwaaN=	[> agogwaazh (vta)]
	agwii=	[> agakwii= (RD)]
(vta)	agwiida'	[< agwiida'w= (vta)(RT)]
(vta)(RT)	agwiida'w=	[> agwiida' (vta)]
(pv4)	aagwiitawi-	[<> aagwiitoo- (pv4)]
(vta)	agwiidizh	[< agwiidiN= (vta)(RT)]
(vta)(RT)	agwiidiN=	[> agwiidizh (vta)]
(pv4)	aagwiitoo-	[<> aagwiitawi- (pv4)]
	agwin=	[> agon=]
(AL/NE/CN)	agwind=	[< agwiind= (SE/PO)]
(AL/NE/CN)	agwind=	[> agond= (AL/SW/CS/NO/NW/WO)]
(SE/PO)	agwiind=	[> agond= (AL/SW/CS/NO/NW/WO)]
(SE/PO)	agwiind=	[> agwind= (AL/NE/CN)]
(vii)(AL/CS/CN/NE/SE)	agwinde	[<> agonde (vii)(AL/SW/NW)]
(AL/NE/CN)	agwinj=	[< agwiinj= (SE/PO)]
(AL/NE/CN)	agwinj=	[> agonj= (AL/SW/CS/NO/NW/WO)]
(SE/PO)	agwiinj=	[> agonj= (AL/SW/CS/NO/NW/WO)]
(SE/PO)	agwiinj=	[> agwinj= (AL/NE/CN)]
(vti2)	agwinjitoon	[<> agonjitoon (vti2)]
(vta)	agwiingwebizh	[< agwiingwebiN= (vta)(RT)]
(vta)(RT)	agwiingwebiN=	[> agwiingwebizh (vta)]
(vta)	agoozh	[< agooN= (vta)(RT)]
(SE)	agozhe=	[< agwazhe=]
	agon=	[< agwin=]
(vta)(RT)	agooN=	[> agoozh (vta)]
(SW/CS/NO/CN/NW/WO)	agond=	[< agwiind= (SE/PO)]
(SW/CS/NO/CN/NW/WO)	agond=	[< agwind= (AL/NE/CN)]
(vii)(AL/SW/NW)	agonde	[<> agwinde (vii)(AL/CS/CN/NE/SE)]
(SW/CS/NO/CN/NW/WO)	agonj=	[< agwiinj= (SE/PO)]
(SW/CS/NO/CN/NW/WO)	agonj=	[< agwinj= (AL/NE/CN)]
(vti2)	agonjitoon	[<> agwinjitoon (vti2)]
(SE)	aagone=	[< aagonwe=]
	aagonwe=	[> aagone= (SE)]
(vta)(RT)	aagoo'w=	[> aagoo' (vta)]
(NE/SE)	akoS=	[< okoS=]
(vta)	agozaga'	[< agozaga'w= (vta)(RT)]
(vta)(RT)	agozaga'w=	[> agozaga' (vta)]
(NW/WO)	aa'ii=	[< aayii=]
(IC)	ayaa=	[< aa=]
(IC)	'ayaa=	[< 'aa=]
(RD)	aayaa=	[< aa=]
(RD)	aya=	[< a=]
(pc)(NE)	ayaa-apii	[> ayaapii (pc)]
(pv4)(RD)	aayaabam=	[< aabam= (pv4)]
(pc)	ayaapii	[< ayaa-apii (pc)(NE)]
(pc)	ayaapii	[> aayaapii (pc)(SW)]
(pc)(SW)	aayaapii	[< ayaapii (pc)]
(RD)	ayaapiit=	[< apiit=]
(RD)	ayaapiich=	[< apiich=]
(RD)	ayaapiiz=	[< apiiz=]
(vai2)(RD)(SE)	ayaabiziwendam	[< aabiziwendam (vai2)(SE)]
(RD)	ayaagasi=	[< agaasi=]
(RD)	ayaakw=	[< akw=]
(vii)(RD)(CS/CN/NE/SE)	ayagwinde	[<> ayagonde (vii)(RD)(SW/NW)]
(vii)(RD)(SW/NW)	ayagonde	[<> ayagwinde (vii)(RD)(CS/CN/NE/SE)]
(pv4)(RD)	aayaazhawi-	[< aazhaw= (pv4)]
(pv4)(RD)	aayaazhawi-	[<> aa'aazhawi- (pv4)(RD)(NW/WO)]
(vti4)(RT)	ayaam=	[> ayaan (vti4)]
(AL/NO)	ayami'=	[< anami'= (NW/SW/CS)]
(pv4)(AL/NO/NE)	ayami'e-	[< anama'e- (pv4)(PO/SE/CS/SW/NW/WO)]
(pv4)(AL/NO/NE)	ayami'e-	[< anami'e- (pv4)(NE/CN/CS/NW)]
(pv4)(AL/NO/NE)	ayami'e-	[> aname- (pv4)(PO/NE/SE/CS)]
(vti4)	ayaan	[< ayaam= (vti4)(RT)]
(RD)	ayaanig=	[< inig=]
(RD)	ayaanigokw=	[< inigokw=]
(IC)	aye=	[< e=]
(IC)	'aye=	[< 'e=]
(vta)	ayekonikewizh	[< ayekonikewiN= (vta)(RT)]
(vta)(RT)	ayekonikewiN=	[> ayekonikewizh (vta)]
	aayii=	[> aa'ii= (NW/WO)]
(RD)	aayii=	[< ii= ]
(RD)	ayi=	[< i=]
(vta)	aayiidapizh	[< aayiidapiN= (vta)(RT)]
(vta)(RT)	aayiidapiN=	[> aayiidapizh (vta)]
(vta)	aayiijigaazh	[< aayiijigaaN= (vta)(RT)]
(vta)(RT)	aayiijigaaN=	[> aayiijigaazh (vta)]
(vta)	aayiijigwaazh	[< aayiijigwaaN= (vta)(RT)]
(vta)(RT)	aayiijigwaaN=	[> aayiijigwaazh (vta)]
(pv3)(RD)	ayizhi-	[< izhi- (pv3)]
(RD)(NE)	ayiin=	[< in=]
(vai)(RD)	ayindaa	[< daa (vai)]
(RD)	ayindaa=	[< daa=]
(RD)	ayindap=	[< dap=]
(vta)	ayindapizh	[< ayindapiN= (vta)(RT)]
(vta)(RT)	ayindapiN=	[> ayindapizh (vta)]
(RD)	ayindash=	[< dash=]
(RD)	ayindazh=	[< dazh=]
(RD)	ayindan=	[< dan=]
(RD)	ayindas=	[< das=]
(vta)	ayindizh	[< ayindiN= (vta)(RT)]
(vta)(RT)	ayindiN=	[> ayindizh (vta)]
(RD)	ayindood=	[< dood=]
(nom)	Aayzeya	[< Isaiah (EN)]
(nom)	Aa'izik	[< Isaac (EN)]
(nom)	Aayzig	[< Isaac (EN)]
(pc)(AL/NE)	aazhaye	[< zhaazhaye (pc)(SE)]
(pc)(AL/NE)	aazhaye	[> zhaye (pc)]
	ashanide+g	[< charite (FR)]
(vta)	aazhawa'oozh	[< aazhawa'ooN= (vta)(RT)]
(vta)(RT)	aazhawa'ooN=	[> aazhawa'oozh (vta)]
(vta)	azhawaazo'	[< azhawaazo'w= (vta)(RT)]
(vta)(RT)	azhawaazo'w=	[> azhawaazo' (vta)]
(vta)	ashawebizh	[< ashawebiN= (vta)(RT)]
(vta)(RT)	ashawebiN=	[> ashawebizh (vta)]
(vii)(RT)	ashawemo=	[> ashawemon (vii)(NW)]
(vii)(NW)	ashawemon	[< ashawemo= (vii)(RT)]
(pv4)	aazhawi-	[> aayaazhawi- (pv4)(RD)]
(vai)	aazhawibatoo	[<> aazhoobatoo (vai)]
(vta)	aazhawiwizh	[< aazhawiwiN= (vta)(RT)]
(vta)(RT)	aazhawiwiN=	[> aazhawiwizh (vta)]
(vta)	aazhawi'oozh	[< aazhawi'ooN= (vta)(RT)]
(vta)(RT)	aazhawi'ooN=	[> aazhawi'oozh (vta)]
(vta)	azhaas	[< azhaasw= (vta)]
(vta)	azhaasw=	[> azhaas (vta)]
(vta)	azhe'azh	[< azhe'aN= (vta)(RT)]
(vta)(RT)	azhe'aN=	[> azhe'azh (vta)]
(vta)	azhebizh	[< azhebiN= (vta)(RT)]
(vta)(RT)	azhebiN=	[> azhebizh (vta)]
(vta)	azhedaabaazh	[< azhedaabaaN= (vta)(RT)]
(vta)(RT)	azhedaabaaN=	[> azhedaabaazh (vta)]
(SE)	ashkend=	[< gashkend=]
